year,month,day,cruise,station,depth_m,temp_C,sal_PSU,density_kg_m-3,PAR,fluor_mg_m-3,turbidity_NTU,O2conc_umol_kg-1,O2sat_percent,pH
2024,9,5,1,3,37.316,9.957,31.9713,24.5957,3.47E-01,0.1991,0.5919,197.415,70.278,8.041
2024,9,5,1,3,37.585,9.9452,31.9728,24.5988,3.26E-01,0.1991,0.7252,197.374,70.246,8.041
2024,9,5,1,3,37.792,9.9442,31.9718,24.5982,3.11E-01,0.1991,0.7803,197.341,70.232,8.042
2024,9,5,1,3,38.015,9.9394,31.9732,24.6,2.92E-01,0.2065,0.7252,197.117,70.146,8.042
2024,9,5,1,3,38.295,9.9236,31.9785,24.6068,2.79E-01,0.2129,0.6847,196.957,70.067,8.043
2024,9,5,1,3,38.566,9.9045,31.9826,24.6131,2.58E-01,0.2055,0.7281,196.939,70.034,8.043
2024,9,5,1,3,38.775,9.8913,31.9853,24.6173,2.50E-01,0.1982,0.7803,196.895,70,8.044
2024,9,5,1,3,38.966,9.8786,31.9874,24.6211,2.36E-01,0.1991,0.7629,197.076,70.045,8.044
2024,9,5,1,3,39.165,9.8729,31.9876,24.6222,2.25E-01,0.1982,0.7339,197.383,70.146,8.044
2024,9,5,1,3,39.396,9.8704,31.9875,24.6225,2.17E-01,0.1982,0.7339,197.704,70.257,8.044
2024,9,5,1,3,39.668,9.865,31.9886,24.6242,2.02E-01,0.1982,0.7339,197.929,70.329,8.044
2024,9,5,1,3,39.958,9.8598,31.9895,24.6258,1.84E-01,0.1982,0.731,198.016,70.352,8.044
2024,9,5,1,3,40.21,9.8568,31.99,24.6267,1.68E-01,0.1982,0.731,198.015,70.347,8.044
2024,9,5,1,3,40.402,9.8479,31.9938,24.6311,1.60E-01,0.1991,0.731,197.94,70.309,8.044
2024,9,5,1,3,40.591,9.8269,31.999,24.6386,1.52E-01,0.1991,0.7339,197.892,70.262,8.045
2024,9,5,1,3,40.832,9.8077,32.005,24.6464,1.46E-01,0.2001,0.7339,197.814,70.209,8.045
2024,9,5,1,3,41.085,9.7724,32.0163,24.6609,1.42E-01,0.1991,0.7339,197.905,70.193,8.045
2024,9,5,1,3,41.308,9.7538,32.0157,24.6635,1.31E-01,0.1991,0.7339,198.131,70.244,8.046
2024,9,5,1,3,41.513,9.7502,32.0152,24.6637,1.18E-01,0.2001,0.7658,198.214,70.268,8.045
2024,9,5,1,3,41.751,9.744,32.0171,24.6662,1.11E-01,0.2001,0.7803,198.192,70.251,8.045
2024,9,5,1,3,42.049,9.7264,32.0237,24.6742,1.01E-01,0.2001,0.8093,198.062,70.182,8.045
2024,9,5,1,3,42.366,9.7019,32.0277,24.6813,9.44E-02,0.2001,0.8267,197.974,70.115,8.045
2024,9,5,1,3,42.627,9.6897,32.0295,24.6847,8.61E-02,0.1991,0.8731,197.9,70.071,8.045
2024,9,5,1,3,42.793,9.6805,32.0317,24.6879,8.11E-02,0.201,0.9224,197.805,70.025,8.045
2024,9,5,1,3,42.934,9.6633,32.0357,24.6938,7.09E-02,0.2001,0.8557,197.705,69.965,8.045
2024,9,5,1,3,43.164,9.5872,32.0654,24.7292,6.65E-02,0.2001,0.7339,197.886,69.928,8.045
2024,9,5,1,3,43.436,9.5239,32.0781,24.7493,6.00E-02,0.1991,0.7745,197.969,69.867,8.045
2024,9,5,1,3,43.658,9.4917,32.0795,24.7555,5.44E-02,0.1991,0.9224,197.763,69.746,8.045
2024,9,5,1,3,43.84,9.4858,32.0787,24.7559,5.29E-02,0.1982,0.9717,197.326,69.582,8.044
2024,9,5,1,3,44.018,9.482,32.0775,24.7555,4.64E-02,0.1982,1.3921,196.939,69.439,8.044
2024,9,5,1,3,44.238,9.4781,32.078,24.7566,4.19E-02,0.1982,1.3892,196.801,69.385,8.044
2024,9,5,1,3,44.509,9.4752,32.0775,24.7566,3.90E-02,0.1982,1.4385,196.857,69.4,8.044
2024,9,5,1,3,44.767,9.4736,32.0774,24.7568,3.05E-02,0.1991,1.4385,196.939,69.426,8.043
2024,9,5,1,3,44.992,9.4733,32.0768,24.7563,2.56E-02,0.212,1.5196,196.968,69.436,8.043
2024,9,5,1,3,45.178,9.4735,32.0764,24.756,1.78E-02,0.2147,1.5341,197.02,69.454,8.044
2024,9,5,1,3,45.3,9.4731,32.076,24.7558,1.92E-02,0.2138,1.566,196.974,69.437,8.043
2024,9,5,1,3,45.369,9.4723,32.0757,24.7557,1.28E-02,0.2138,1.5776,196.722,69.347,8.043
2024,9,5,1,3,45.448,9.4729,32.0748,24.7549,1.20E-02,0.2046,1.3776,196.439,69.248,8.043
2024,9,5,1,3,45.573,9.4726,32.0747,24.7549,9.35E-03,0.1991,1.25,196.297,69.197,8.043
2024,9,5,1,3,45.747,9.4707,32.0758,24.756,4.23E-03,0.1991,1.3428,196.48,69.259,8.043
2024,9,5,1,3,45.947,9.4605,32.0781,24.7595,2.73E-03,0.2001,1.4385,196.823,69.366,8.043
2024,9,5,1,3,46.119,9.4539,32.0801,24.762,3.36E-04,0.2046,1.4356,197.025,69.428,8.043
2024,9,5,1,3,46.223,9.4517,32.0796,24.762,7.50E-04,0.2138,1.4385,197.094,69.449,8.043
2024,9,5,1,3,46.297,9.4521,32.0785,24.7611,1.06E-04,0.2101,1.4037,196.979,69.409,8.043
2024,9,5,1,3,46.396,9.4537,32.0779,24.7604,6.02E-05,0.1991,1.2993,196.87,69.372,8.043
2024,9,5,1,3,46.454,9.4539,32.0781,24.7605,6.02E-05,0.201,1.3138,196.902,69.384,8.043
2024,9,5,1,3,46.502,9.4498,32.079,24.7619,6.02E-05,0.2138,1.4385,197.074,69.439,8.043
2024,9,5,1,3,46.541,9.4494,32.0789,24.7619,6.02E-05,0.2138,1.4385,197.257,69.503,8.043
2024,9,5,1,3,46.542,9.4491,32.0783,24.7614,6.02E-05,0.1991,1.2529,197.257,69.502,8.042
2024,9,5,1,3,46.519,9.4487,32.0783,24.7615,6.02E-05,0.1991,1.2529,196.951,69.393,8.043
2024,9,5,1,3,46.443,9.4482,32.0781,24.7614,6.02E-05,0.2202,1.3747,196.489,69.23,8.042
2024,9,5,1,3,46.317,9.4529,32.0764,24.7593,6.02E-05,0.2239,1.3921,196.364,69.192,8.042
2024,9,5,1,3,46.292,9.449,32.0783,24.7614,6.02E-05,0.2239,1.3544,196.576,69.262,8.042
2024,9,5,1,3,46.462,9.4492,32.0769,24.7603,6.02E-05,0.2239,1.3457,196.938,69.389,8.042
2024,9,5,1,3,46.593,9.4502,32.0774,24.7606,6.02E-05,0.233,1.3428,197.317,69.524,8.042
2024,9,5,1,3,46.559,9.4504,32.0769,24.7601,6.02E-05,0.2385,1.3457,197.554,69.608,8.041
2024,9,5,1,3,46.495,9.4512,32.0769,24.76,6.02E-05,0.2257,1.3196,197.524,69.599,8.042
2024,9,5,1,3,46.531,9.451,32.076,24.7593,6.02E-05,0.2138,1.2964,197.34,69.533,8.041
2024,9,5,1,3,46.641,9.4512,32.0725,24.7566,6.02E-05,0.2165,1.3138,197.207,69.484,8.041
2024,9,5,1,3,46.725,9.449,32.0767,24.7602,6.02E-05,0.2239,1.3428,197.162,69.467,8.041
2024,9,5,1,4,0.62,17.1039,31.379,22.713,1.99E+03,0.4317,0.3744,289.646,118.774,8.365
2024,9,5,1,4,0.677,17.1005,31.3805,22.715,1.92E+03,0.4308,0.3744,289.333,118.639,8.366
2024,9,5,1,4,0.775,17.098,31.3797,22.715,1.83E+03,0.4308,0.3744,289.382,118.653,8.365
2024,9,5,1,4,0.778,17.1016,31.3788,22.7135,1.63E+03,0.4216,0.3744,289.36,118.652,8.365
2024,9,5,1,4,0.707,17.106,31.3783,22.712,2.06E+03,0.417,0.3744,289.174,118.585,8.365
2024,9,5,1,4,0.676,17.1053,31.379,22.7128,1.98E+03,0.4161,0.3744,289.193,118.592,8.365
2024,9,5,1,4,0.696,17.1067,31.3788,22.7122,1.79E+03,0.417,0.3744,289.287,118.633,8.366
2024,9,5,1,4,0.748,17.1104,31.3785,22.7112,1.91E+03,0.4106,0.3541,289.549,118.749,8.366
2024,9,5,1,4,0.747,17.1091,31.3802,22.7128,1.83E+03,0.4024,0.3281,289.41,118.69,8.365
2024,9,5,1,4,0.709,17.1079,31.3781,22.7114,2.10E+03,0.4061,0.3425,289.275,118.63,8.365
2024,9,5,1,4,0.711,17.1081,31.3788,22.7119,2.12E+03,0.417,0.3744,289.136,118.574,8.365
2024,9,5,1,4,0.76,17.1017,31.3814,22.7154,2.36E+03,0.4161,0.3831,288.839,118.44,8.365
2024,9,5,1,4,0.77,17.0972,31.38,22.7154,2.01E+03,0.418,0.4208,289.129,118.548,8.365
2024,9,5,1,4,0.722,17.0713,31.3871,22.7269,2.13E+03,0.418,0.4179,289.839,118.786,8.365
2024,9,5,1,4,0.7,17.0528,31.383,22.728,2.09E+03,0.4189,0.3744,290.231,118.901,8.365
2024,9,5,1,4,0.734,17.0587,31.3793,22.7238,2.03E+03,0.418,0.3744,289.741,118.711,8.365
2024,9,5,1,4,0.765,17.0631,31.3797,22.7231,1.56E+03,0.4317,0.4179,288.899,118.376,8.365
2024,9,5,1,4,0.74,17.0685,31.3792,22.7215,2.10E+03,0.4326,0.4237,289.021,118.438,8.365
2024,9,5,1,4,0.687,17.0645,31.3793,22.7224,2.01E+03,0.4436,0.3483,289.805,118.75,8.365
2024,9,5,1,4,0.708,17.0776,31.3769,22.7176,1.99E+03,0.4463,0.3281,290.481,119.055,8.365
2024,9,5,1,4,0.763,17.072,31.3811,22.7221,2.03E+03,0.4363,0.3599,290.301,118.972,8.365
2024,9,5,1,4,0.758,17.0691,31.3794,22.7215,1.81E+03,0.4317,0.3744,289.666,118.704,8.365
2024,9,5,1,4,0.709,17.0716,31.3778,22.7196,1.70E+03,0.439,0.3773,288.754,118.334,8.365
2024,9,5,1,4,0.714,17.0764,31.3803,22.7205,2.07E+03,0.4463,0.3744,288.162,118.105,8.365
2024,9,5,1,4,0.77,17.0766,31.3796,22.7199,2.00E+03,0.4399,0.3744,287.851,117.977,8.365
2024,9,5,1,4,0.841,17.072,31.3809,22.722,1.92E+03,0.4317,0.3744,288.194,118.108,8.365
2024,9,5,1,4,0.865,17.0741,31.3782,22.7194,1.93E+03,0.4271,0.3744,288.611,118.282,8.365
2024,9,5,1,4,0.955,17.0726,31.3809,22.7218,1.54E+03,0.417,0.3773,289.092,118.477,8.366
2024,9,5,1,4,1.176,17.0718,31.3804,22.7216,1.45E+03,0.4225,0.3773,289.715,118.731,8.366
2024,9,5,1,4,1.368,17.0462,31.3813,22.7283,1.74E+03,0.4463,0.3744,289.984,118.784,8.366
2024,9,5,1,4,1.436,17.0819,31.3757,22.7157,1.50E+03,0.4482,0.3744,289.593,118.7,8.365
2024,9,5,1,4,1.517,17.0856,31.3781,22.7166,1.28E+03,0.4473,0.3744,288.728,118.355,8.365
2024,9,5,1,4,1.655,17.0569,31.3892,22.7318,1.72E+03,0.4473,0.3744,288.082,118.035,8.366
2024,9,5,1,4,1.798,17.0246,31.388,22.7384,1.49E+03,0.4619,0.3744,288.341,118.067,8.365
2024,9,5,1,4,1.941,17.0246,31.3833,22.7348,1.44E+03,0.4628,0.3744,288.805,118.253,8.365
2024,9,5,1,4,2.143,16.8561,31.438,22.8157,1.35E+03,0.4985,0.415,289.993,118.401,8.366
2024,9,5,1,4,2.353,16.7172,31.4039,22.8215,9.12E+02,0.5068,0.4237,291.054,118.489,8.367
2024,9,5,1,4,2.457,16.7272,31.3876,22.8067,1.14E+03,0.5589,0.4237,290.253,118.173,8.366
2024,9,5,1,4,2.485,16.6815,31.4138,22.8373,1.14E+03,0.58,0.4237,289.395,117.741,8.366
2024,9,5,1,4,2.624,16.6344,31.3975,22.8355,9.23E+02,0.5882,0.3947,289.41,117.627,8.366
2024,9,5,1,4,2.883,16.46,31.44,22.9079,1.07E+03,0.5956,0.3773,290.698,117.788,8.367
2024,9,5,1,4,3.159,16.3563,31.4173,22.9139,9.05E+02,0.6349,0.4179,292.072,118.089,8.368
2024,9,5,1,4,3.396,16.3196,31.416,22.9212,9.79E+02,0.6825,0.4701,292.202,118.056,8.369
2024,9,5,1,4,3.557,16.3014,31.4086,22.9196,8.51E+02,0.7457,0.4701,291.517,117.732,8.37
2024,9,5,1,4,3.632,16.2991,31.4054,22.9177,8.31E+02,0.8748,0.4701,291.076,117.546,8.371
2024,9,5,1,4,3.697,16.2937,31.4049,22.9185,8.12E+02,0.8867,0.4585,291.621,117.753,8.371
2024,9,5,1,4,3.839,16.2816,31.4046,22.921,7.95E+02,0.9352,0.4237,292.842,118.218,8.371
2024,9,5,1,4,4.099,16.2663,31.4054,22.925,8.27E+02,0.9444,0.4266,293.649,118.51,8.371
2024,9,5,1,4,4.391,16.2511,31.4088,22.9311,7.14E+02,1.0826,0.5165,294.309,118.744,8.371
2024,9,5,1,4,4.585,16.2227,31.4147,22.942,6.89E+02,1.0817,0.5136,294.76,118.865,8.37
2024,9,5,1,4,4.682,16.2126,31.4098,22.9406,6.81E+02,1.2584,0.5136,294.673,118.803,8.37
2024,9,5,1,4,4.796,16.2147,31.4083,22.9389,6.07E+02,1.2648,0.5165,294.448,118.716,8.37
2024,9,5,1,4,4.969,16.2079,31.4102,22.9419,6.42E+02,1.3243,0.4759,294.413,118.687,8.371
2024,9,5,1,4,5.178,16.182,31.4138,22.9505,6.45E+02,1.3372,0.4701,294.827,118.798,8.371
2024,9,5,1,4,5.394,16.149,31.4187,22.9617,5.75E+02,1.3793,0.4353,295.439,118.972,8.372
2024,9,5,1,4,5.617,16.1144,31.4228,22.9726,5.61E+02,1.3958,0.4237,295.77,119.028,8.376
2024,9,5,1,4,5.81,16.0941,31.4214,22.9761,5.32E+02,1.4873,0.502,295.813,118.997,8.379
2024,9,5,1,4,5.96,16.0751,31.4252,22.9832,5.12E+02,1.5551,0.56,295.867,118.978,8.382
2024,9,5,1,4,6.143,16.041,31.4251,22.9907,5.14E+02,1.6356,0.4962,296.439,119.129,8.382
2024,9,5,1,4,6.382,16.0173,31.4295,22.9994,4.61E+02,1.7299,0.4237,297.5,119.504,8.382
2024,9,5,1,4,6.627,15.994,31.4319,23.0064,4.01E+02,1.762,0.4788,298.498,119.852,8.381
2024,9,5,1,4,6.81,15.967,31.4352,23.015,4.03E+02,1.8306,0.5919,299.147,120.052,8.38
2024,9,5,1,4,6.938,15.8926,31.463,23.0528,4.03E+02,1.8645,0.5745,299.056,119.865,8.38
2024,9,5,1,4,7.063,15.8036,31.464,23.0733,3.66E+02,1.9909,0.5165,299.1,119.675,8.38
2024,9,5,1,4,7.224,15.7476,31.4711,23.0911,3.80E+02,1.9945,0.5107,299.326,119.64,8.381
2024,9,5,1,4,7.514,15.4974,31.5602,23.2145,3.42E+02,2.0357,0.4701,300.227,119.486,8.382
2024,9,5,1,4,7.868,14.9751,31.6742,23.4149,3.00E+02,2.0357,0.4701,303.186,119.519,8.385
2024,9,5,1,4,8.121,14.6743,31.6926,23.4929,3.00E+02,3.0236,0.6325,305.144,119.589,8.386
2024,9,5,1,4,8.247,14.5017,31.7164,23.5475,2.72E+02,3.0675,0.6383,305.541,119.352,8.386
2024,9,5,1,4,8.336,14.418,31.7174,23.5657,2.65E+02,5.0414,0.7194,306.097,119.371,8.384
2024,9,5,1,4,8.439,14.3445,31.7294,23.5902,2.61E+02,5.4635,0.7368,307.18,119.627,8.379
2024,9,5,1,4,8.657,14.2305,31.747,23.6274,2.52E+02,5.3491,0.6383,309.749,120.366,8.372
2024,9,5,1,4,8.979,14.0829,31.7678,23.6739,2.30E+02,5.3015,0.5977,312.52,121.1,8.364
2024,9,5,1,4,9.31,13.9869,31.7642,23.6907,2.09E+02,4.9435,0.6209,313.966,121.422,8.349
2024,9,5,1,4,9.585,13.9026,31.795,23.7317,1.92E+02,4.6789,0.6412,313.792,121.175,8.336
2024,9,5,1,4,9.803,13.6832,31.8338,23.8061,1.73E+02,4.1964,0.6412,312.706,120.253,8.326
2024,9,5,1,4,9.948,13.6087,31.8184,23.8092,1.63E+02,3.6242,0.6412,309.284,118.744,8.319
2024,9,5,1,4,10.007,13.5631,31.8156,23.8162,1.58E+02,3.6718,0.618,304.925,116.96,8.308
2024,9,5,1,4,10.099,13.4778,31.8229,23.8389,1.54E+02,3.7707,0.5629,300.861,115.207,8.297
2024,9,5,1,4,10.345,13.2387,31.841,23.9003,1.47E+02,3.7926,0.5542,297.684,113.45,8.288
2024,9,5,1,4,10.675,12.9186,31.8178,23.9449,1.36E+02,3.8732,0.5194,294.617,111.529,8.273
2024,9,5,1,4,10.963,12.9173,31.7579,23.8988,1.22E+02,3.8274,0.5252,288.855,109.299,8.244
2024,9,5,1,4,11.189,12.937,31.7687,23.9034,1.14E+02,3.2397,0.5948,282.196,106.83,8.218
2024,9,5,1,4,11.39,13.0466,31.7644,23.8787,1.06E+02,3.2424,0.5948,275.072,104.365,8.201
2024,9,5,1,4,11.56,13.1059,31.8101,23.9025,1.02E+02,2.9687,0.5194,268.219,101.921,8.192
2024,9,5,1,4,11.691,13.1687,31.8174,23.8958,9.91E+01,2.9567,0.5165,262.406,99.846,8.191
2024,9,5,1,4,11.851,13.2557,31.8442,23.8994,9.32E+01,3.0712,0.5165,258.306,98.479,8.196
2024,9,5,1,4,12.081,13.2614,31.8777,23.9242,8.70E+01,3.0968,0.5165,257.797,98.32,8.207
2024,9,5,1,4,12.327,13.1702,31.9133,23.9698,8.31E+01,3.0556,0.4498,260.973,99.37,8.221
2024,9,5,1,4,12.556,13.1179,31.9143,23.9808,7.92E+01,3.0391,0.4266,266.003,101.178,8.233
2024,9,5,1,4,12.796,13.0911,31.9162,23.9875,7.40E+01,2.9403,0.4527,271.412,103.18,8.236
2024,9,5,1,4,13.033,13.0526,31.9233,24.0005,6.93E+01,2.8679,0.4701,275.781,104.764,8.236
2024,9,5,1,4,13.252,12.9934,31.9325,24.0192,6.60E+01,2.889,0.5136,278.204,105.562,8.234
2024,9,5,1,4,13.468,12.8989,31.937,24.041,6.33E+01,2.9119,0.5629,278.878,105.616,8.233
2024,9,5,1,4,13.677,12.8475,31.9348,24.0493,6.07E+01,2.9311,0.5339,277.701,105.058,8.23
2024,9,5,1,4,13.866,12.8199,31.9326,24.0529,5.85E+01,2.9705,0.4701,275.587,104.197,8.224
2024,9,5,1,4,14.048,12.8126,31.9304,24.0527,5.59E+01,2.9961,0.473,273.174,103.268,8.218
2024,9,5,1,4,14.277,12.8119,31.929,24.0517,5.34E+01,3.0959,0.4701,270.384,102.21,8.211
2024,9,5,1,4,14.529,12.8106,31.928,24.0512,5.13E+01,3.0904,0.4759,267.518,101.124,8.206
2024,9,5,1,4,14.776,12.789,31.9395,24.0643,4.87E+01,3.0236,0.5194,265.02,100.143,8.202
2024,9,5,1,4,15.007,12.6997,31.9639,24.1004,4.59E+01,3.0236,0.5165,263.747,99.496,8.201
2024,9,5,1,4,15.22,12.6349,31.9534,24.1047,4.34E+01,3.3871,0.589,263.162,99.135,8.199
2024,9,5,1,4,15.387,12.6053,31.9487,24.1067,4.15E+01,3.4026,0.5948,262.726,98.907,8.196
2024,9,5,1,4,15.535,12.5884,31.9465,24.1083,4.01E+01,3.4759,0.4933,262.003,98.599,8.191
2024,9,5,1,4,15.708,12.5752,31.9451,24.1097,3.88E+01,3.4914,0.4701,260.518,98.012,8.184
2024,9,5,1,4,15.958,12.555,31.9485,24.1162,3.69E+01,3.5848,0.4411,258.3,97.139,8.178
2024,9,5,1,4,16.246,12.532,31.9478,24.12,3.45E+01,3.6233,0.4266,256.129,96.277,8.173
2024,9,5,1,4,16.501,12.5216,31.9482,24.1223,3.22E+01,3.7331,0.5223,254.093,95.491,8.168
2024,9,5,1,4,16.702,12.5133,31.9521,24.1269,3.03E+01,3.8137,0.5948,252.417,94.847,8.164
2024,9,5,1,4,16.881,12.4786,31.968,24.1458,2.88E+01,3.7871,0.5948,251.252,94.352,8.161
2024,9,5,1,4,17.064,12.4183,31.9938,24.1773,2.76E+01,3.756,0.5919,250.364,93.919,8.159
2024,9,5,1,4,17.273,12.3703,32.0127,24.201,2.63E+01,3.8402,0.5948,249.411,93.48,8.156
2024,9,5,1,4,17.504,12.3347,32.016,24.2103,2.48E+01,4.0142,0.5948,248.461,93.058,8.153
2024,9,5,1,4,17.72,12.2973,32.0294,24.2277,2.35E+01,3.9565,0.6035,247.572,92.661,8.149
2024,9,5,1,4,17.918,12.2472,32.0352,24.2417,2.22E+01,3.7414,0.6441,246.802,92.281,8.146
2024,9,5,1,4,18.144,12.2276,32.0362,24.2461,2.10E+01,3.7176,0.6354,245.808,91.872,8.143
2024,9,5,1,4,18.417,12.1825,32.0493,24.2647,1.95E+01,3.431,0.5658,244.76,91.403,8.141
2024,9,5,1,4,18.674,12.0523,32.0735,24.3078,1.81E+01,3.4319,0.5629,244.22,90.97,8.139
2024,9,5,1,4,18.849,11.9643,32.0504,24.3062,1.71E+01,3.7981,0.5919,243.601,90.558,8.137
2024,9,5,1,4,19.028,11.9381,32.0441,24.3061,1.64E+01,3.8128,0.5948,242.805,90.209,8.135
2024,9,5,1,4,19.255,11.8613,32.0381,24.3156,1.55E+01,4.114,0.6354,242.264,89.859,8.131
2024,9,5,1,4,19.456,11.8427,32.0287,24.3117,1.46E+01,4.1753,0.6441,241.063,89.373,8.126
2024,9,5,1,4,19.621,11.8228,32.0223,24.3105,1.39E+01,3.8567,0.6093,239.351,88.697,8.123
2024,9,5,1,4,19.797,11.8196,32.02,24.3093,1.34E+01,3.7258,0.5948,237.646,88.058,8.12
2024,9,5,1,4,20.003,11.8285,32.0207,24.3082,1.29E+01,3.3623,0.5774,236.347,87.593,8.118
2024,9,5,1,4,20.309,11.8221,32.0355,24.3209,1.22E+01,3.0977,0.5658,235.495,87.275,8.116
2024,9,5,1,4,20.69,11.8289,32.0375,24.3212,1.12E+01,2.9851,0.5658,234.949,87.086,8.116
2024,9,5,1,4,20.965,11.8556,32.0501,24.3261,1.03E+01,2.8551,0.5629,234.594,87.011,8.116
2024,9,5,1,4,21.103,11.8635,32.056,24.3292,9.89E+00,2.6171,0.5339,234.292,86.917,8.117
2024,9,5,1,4,21.227,11.8649,32.0563,24.3292,9.61E+00,2.1328,0.473,234.132,86.861,8.118
2024,9,5,1,4,21.377,11.87,32.0632,24.3336,9.28E+00,2.109,0.4614,234.354,86.956,8.118
2024,9,5,1,4,21.569,11.8661,32.0743,24.3429,8.86E+00,2.0211,0.4266,235.022,87.204,8.119
2024,9,5,1,4,21.803,11.8229,32.0836,24.3581,8.36E+00,2.0018,0.4237,236.129,87.541,8.121
2024,9,5,1,4,22.018,11.7947,32.0816,24.3617,7.93E+00,1.7583,0.4237,237.085,87.842,8.123
2024,9,5,1,4,22.215,11.752,32.0846,24.3719,7.58E+00,1.7583,0.4208,237.777,88.022,8.125
2024,9,5,1,4,22.391,11.6421,32.0954,24.4003,7.30E+00,1.7025,0.4237,238.463,88.079,8.125
2024,9,5,1,4,22.554,11.5478,32.077,24.4032,7.07E+00,1.7006,0.4208,238.828,88.027,8.125
2024,9,5,1,4,22.742,11.494,32.0742,24.4106,6.86E+00,1.5432,0.4208,238.585,87.837,8.123
2024,9,5,1,4,22.989,11.4165,32.067,24.419,6.58E+00,1.5102,0.4237,238.398,87.62,8.119
2024,9,5,1,4,23.286,11.3969,32.0624,24.4189,6.27E+00,1.3958,0.4237,237.743,87.34,8.116
2024,9,5,1,4,23.586,11.3436,32.076,24.4391,5.95E+00,1.3509,0.4237,236.819,86.911,8.113
2024,9,5,1,4,23.847,11.3018,32.0717,24.4432,5.67E+00,1.2584,0.4208,235.584,86.379,8.111
2024,9,5,1,4,24.045,11.315,32.0724,24.4414,5.44E+00,1.1925,0.4237,233.944,85.802,8.11
2024,9,5,1,4,24.178,11.3166,32.0771,24.4447,5.28E+00,1.0808,0.4237,232.552,85.297,8.109
2024,9,5,1,4,24.301,11.291,32.0795,24.4512,5.13E+00,0.9481,0.4237,231.625,84.913,8.108
2024,9,5,1,4,24.505,11.2737,32.079,24.4539,4.93E+00,0.9682,0.4063,231.154,84.708,8.108
2024,9,5,1,4,24.75,11.2602,32.0793,24.4565,4.72E+00,1.0076,0.3744,231.135,84.677,8.107
2024,9,5,1,4,24.977,11.2628,32.0817,24.458,4.53E+00,0.9792,0.3831,231.27,84.733,8.107
2024,9,5,1,4,25.199,11.2551,32.0832,24.4605,4.36E+00,0.8748,0.4208,231.392,84.765,8.107
2024,9,5,1,4,25.427,11.1839,32.1018,24.4876,4.20E+00,0.8657,0.4179,231.915,84.839,8.107
2024,9,5,1,4,25.651,11.0689,32.0915,24.4999,4.03E+00,0.7567,0.3773,232.825,84.958,8.108
2024,9,5,1,4,25.88,11.0316,32.084,24.5006,3.86E+00,0.7567,0.3744,233.177,85.015,8.107
2024,9,5,1,4,26.097,10.9934,32.0871,24.5097,3.71E+00,0.6853,0.3744,232.956,84.867,8.104
2024,9,5,1,4,26.283,10.9832,32.081,24.5068,3.60E+00,0.6825,0.3744,231.856,84.445,8.101
2024,9,5,1,4,26.451,10.9667,32.0809,24.5096,3.49E+00,0.6075,0.3744,230.611,83.962,8.098
2024,9,5,1,4,26.669,10.9311,32.0834,24.5178,3.39E+00,0.5937,0.3744,229.602,83.533,8.096
2024,9,5,1,4,26.956,10.8915,32.0836,24.5248,3.24E+00,0.5736,0.3078,228.921,83.214,8.094
2024,9,5,1,4,27.246,10.848,32.0726,24.5238,3.08E+00,0.5644,0.2817,228.484,82.972,8.092
2024,9,5,1,4,27.459,10.8482,32.0669,24.5194,2.95E+00,0.5296,0.3367,228.137,82.843,8.09
2024,9,5,1,4,27.552,10.8506,32.0665,24.5187,2.88E+00,0.5058,0.3744,227.925,82.77,8.089
2024,9,5,1,4,27.581,10.8492,32.0648,24.5176,2.87E+00,0.526,0.3512,227.675,82.676,8.088
2024,9,5,1,4,27.746,10.8575,32.0892,24.5351,2.85E+00,0.5498,0.3281,227.26,82.554,8.087
2024,9,5,1,4,28.118,10.5964,32.1538,24.6304,2.73E+00,0.5388,0.3281,228.073,82.426,8.087
2024,9,5,1,4,28.497,10.4592,32.1002,24.6121,2.56E+00,0.5196,0.331,228.375,82.261,8.084
2024,9,5,1,4,28.698,10.4276,32.0801,24.6018,2.44E+00,0.4939,0.3367,227.653,81.934,8.08
2024,9,5,1,4,28.791,10.4237,32.0725,24.5965,2.40E+00,0.4015,0.3744,226.698,81.579,8.077
2024,9,5,1,4,28.935,10.4171,32.0699,24.5957,2.36E+00,0.3996,0.3715,225.835,81.255,8.075
2024,9,5,1,4,29.141,10.3448,32.0791,24.615,2.28E+00,0.3868,0.331,225.331,80.953,8.075
2024,9,5,1,4,29.35,10.2573,32.0703,24.6229,2.20E+00,0.3868,0.331,224.908,80.644,8.077
2024,9,5,1,4,29.59,10.1659,32.0641,24.6333,2.11E+00,0.3722,0.331,224.348,80.281,8.083
2024,9,5,1,4,29.87,10.1147,32.0463,24.6279,2.01E+00,0.3722,0.331,223.595,79.913,8.086
2024,9,5,1,4,30.068,10.1058,32.044,24.6277,1.92E+00,0.3594,0.3686,222.739,79.59,8.085
2024,9,5,1,4,30.151,10.1045,32.0449,24.6286,1.87E+00,0.3566,0.3773,221.615,79.187,8.085
2024,9,5,1,4,30.261,10.0998,32.044,24.6287,1.85E+00,0.3246,0.3773,220.283,78.703,8.085
2024,9,5,1,4,30.488,10.0954,32.0403,24.6265,1.80E+00,0.3127,0.3773,218.978,78.227,8.085
2024,9,5,1,4,30.744,10.1137,32.0566,24.6362,1.73E+00,0.3209,0.3744,217.953,77.9,8.086
2024,9,5,1,4,30.981,10.0966,32.0652,24.6457,1.67E+00,0.3273,0.3744,217.885,77.852,8.086
